X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,ANG,AVG,RIP
16,100,2,0.5,1,2.5,1.5,14,15,13,12,-48.0,-927.78,108.95
15,120,3,0.5,1,2.0,1.5,12,15,3,0,-42.0,-1092.51,90.04
25,150,1,0.5,1,2.0,1.5,11,15,7,3,-45.0,-1666.77,87.69
15,100,2,0.5,2,2.0,1.5,10,15,13,8,-48.0,-920.88,80.69
16,140,2,0.5,1,2.5,1.5,10,17,6,0,-35.0,-811.59,140.52
18,150,3,0.5,1,2.0,1.5,13,17,12,8,-47.0,-1297.2,72.0
16,120,3,0.5,1,2.0,1.5,14,18,13,9,-48.0,-1031.97,98.44
22,110,1,0.5,1,2.0,1.5,11,18,10,3,-42.0,-1181.39,104.36
25,120,2,0.5,1,2.0,1.5,14,17,4,1,-41.0,-1664.2,70.42
22,150,1,0.5,1,2.5,1.5,14,17,6,4,-45.0,-1432.18,89.05
15,140,3,0.5,1,2.0,1.5,14,17,11,8,-48.0,-997.29,86.48
22,140,1,0.5,3,2.5,1.5,15,18,3,0,-35.0,-1474.92,58.41
18,130,3,0.5,1,2.0,1.5,12,18,13,7,-47.0,-1124.26,103.95
15,130,1,0.5,4,2.5,1.5,14,15,14,13,-49.0,-968.63,149.78
15,100,2,0.5,2,2.0,1.5,14,15,14,13,-48.0,-1148.57,66.55
17,140,1,0.5,2,2.5,1.5,12,16,14,10,-48.0,-1026.55,100.77
23,140,2,0.5,1,2.5,1.5,14,15,6,5,-45.0,-1584.02,92.32
15,120,3,0.5,2,2.5,1.5,13,15,4,6,-45.0,-958.56,51.48
15,110,1,0.5,2,2.0,1.5,14,17,14,11,-48.0,-996.33,88.21
15,140,3,0.5,1,2.5,1.5,12,16,4,0,-35.0,-931.23,105.36
15,100,2,0.5,2,2.0,1.5,10,14,12,8,-48.0,-948.67,74.71
15,130,2,0.5,1,2.0,1.5,13,14,15,14,-48.0,-1123.24,86.48
24,100,2,0.5,1,2.0,1.5,11,13,8,6,-45.0,-1541.02,76.34
19,150,2,0.5,2,2.0,1.5,11,16,13,8,-47.0,-1387.09,55.97
22,110,2,0.5,2,2.0,1.5,12,18,4,3,-43.0,-1511.76,82.25
24,150,2,0.5,1,2.0,1.5,10,14,4,0,-43.0,-1636.31,105.73
16,150,2,0.5,2,2.5,1.5,12,15,15,12,-48.0,-1118.29,98.88
19,150,2,0.5,1,2.0,1.5,12,16,4,0,-40.0,-1362.71,89.83
19,110,2,0.5,2,2.5,1.5,14,16,4,6,-45.0,-1157.33,77.21
17,150,2,0.5,1,2.5,1.5,12,13,13,12,-48.0,-1167.65,86.21
23,140,2,0.5,1,2.0,1.5,15,17,2,0,-37.0,-1720.39,69.01
16,150,2,0.5,3,2.0,1.5,11,13,2,0,-47.0,-1319.94,69.03
15,150,1,0.5,1,2.0,1.5,12,17,16,11,-48.0,-935.05,140.16
18,100,2,0.5,1,2.5,1.5,11,13,4,2,-44.0,-863.4,80.47
24,120,1,0.5,1,2.0,1.5,10,13,9,6,-46.0,-1528.44,85.68
22,150,1,0.5,3,2.0,1.5,14,15,0,1,-43.0,-1553.92,37.82
18,120,3,0.5,1,2.5,1.5,11,13,14,12,-47.0,-1153.59,88.31
25,120,2,0.5,1,2.0,1.5,15,17,2,0,-37.0,-1741.81,67.51
16,120,2,0.5,1,2.0,1.5,10,18,10,2,-38.0,-885.96,127.57
23,100,1,0.5,2,2.0,1.5,15,17,5,3,-44.0,-1564.11,58.67
15,120,2,0.5,1,2.0,1.5,12,16,4,0,-37.0,-926.12,108.71
19,140,3,0.5,1,2.0,1.5,14,15,1,0,-41.0,-1482.39,66.12
18,130,3,0.5,1,2.0,1.5,11,15,14,10,-47.0,-1201.18,72.39
22,100,2,0.5,1,2.0,1.5,11,15,0,4,-45.0,-1330.39,118.24
16,140,2,0.5,3,2.0,1.5,14,17,11,8,-48.0,-1321.52,44.98
15,140,3,0.5,1,2.5,1.5,14,17,3,0,-35.0,-989.21,88.98
15,150,2,0.5,1,2.0,1.5,15,18,3,0,-35.0,-1204.95,74.78
15,150,1,0.5,4,2.0,1.5,14,17,4,2,-45.0,-1186.27,110.4
